,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO,Ticker,Launched
HAND,5,CCCAGG,HAND,USD,1,1.03e-06,1558534156,70000.0,0.0720748,556379168,133180000.0,139.41845419999999,573190000.0,587.9296409,1.01e-06,1.07e-06,1.01e-06,9.9e-07,1.13e-06,9.4e-07,HitBTC,61290000.0,62.948989000000005,1.03e-06,1.03e-06,1.02e-06,4.000000000000004e-08,4.040404040404044,2.000000000000002e-08,1.980198019801982,403000000000.0,415090.00000000006,671620000.0,689.3125408999999,HAND,2019-04-16
XCLR,5,CCCAGG,XCLR,USD,4,0.0003929975,1558534275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0003929975,0.0003929975,0.0003929975,0.000314398,0.0003929975,0.000314398,HitBTC,0.0,0.0,0.0003929975,0.0003929975,0.0003929975,7.85995e-05,25.0,0.0,0.0,1000000000.0,392997.5,60100.0,23.619149750000002,XCLR,2018-09-15
BIO,5,CCCAGG,BIO,USD,4,0.00046,1558533336,9066.63,4.1706498,1397381151,9066.63,4.1706498,10995.41317391,5.057890059998599,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,LiveCoin,9066.63,4.1706498,0.00046,0.00046,0.00046,0.0,0.0,0.0,0.0,847509355.291624,389854.30343414703,151240.89820653992,69.57081317500837,BIO,2017-10-23
CRYC,5,CCCAGG,CRYC,USD,4,0.0520218136,1558534168,0.0,0.0,0,0.0,0.0,45.88439402,2.294219701,0.0468353488,0.06184466359999999,0.0452636928,0.0480926736,0.06184466359999999,0.043613454,LiveCoin,0.0,0.0,0.0520218136,0.0520218136,0.0520218136,0.003929140000000005,8.169934640522886,0.0051864647999999985,11.073825503355701,7057137.0998682,367125.0707589881,8167.2182161,424.78073397662126,CRYC,2018-02-20
VRM,5,CCCAGG,VRM,USD,4,0.1659983424,1558534263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1604965034,0.1711857906,0.1583743655,0.1806175146,0.1830540433,0.1583743655,LiveCoin,0.0,0.0,0.1659983424,0.1659983424,0.1659983424,-0.014619172200000002,-8.093994778067886,0.005501839000000008,3.428011753183159,2165718.19167151,359505.62992299616,5086.75906831,844.3935735276283,VRM,2016-09-16
UGC,5,CCCAGG,UGC,USD,4,0.00353878,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0037586899,0.0040670693,0.0034831706,0.0036752758,0.004072124700000001,0.0034831706,OKEX,0.0,0.0,0.00353878,0.00353878,0.00353878,-0.00013649579999999977,-3.713892709766156,-0.00021990989999999978,-5.850706119704096,100000000.0,353878.0,46642468.89000012,165057.43605855462,UGC,2018-01-08
BLU,5,CCCAGG,BLU,USD,4,0.0005500719,1558534151,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005500719,0.0005500719,0.0005500719,0.0005500719,0.0005500719,0.0004714902,LiveCoin,0.0,0.0,0.0005500719,0.0005500719,0.0005500719,0.0,0.0,0.0,0.0,631878855.0,347578.80233967456,318422.53861687006,175.15529081980512,BLU,2014-12-02
ADH,5,CCCAGG,ADH,USD,4,0.0031443344,1558534134,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0032403832,0.0033313768,0.0030002612,0.0027828876,0.0033768736,0.002755084,HitBTC,0.0,0.0,0.0031595,0.0031645552,0.0031064204,0.0003614467999999999,12.988192552225247,-9.604879999999989e-05,-2.9641185647425865,109624853.618573,344697.19832784357,493700.00000000035,1552.3578932800012,ADH,2018-05-04
TEAMT,5,CCCAGG,TEAMT,USD,1,0.0191877707,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.018502764,0.0222412323,0.0172363863,0.0214222575,0.0224383929,0.0172363863,BitZ,0.0,0.0,0.0194582346,0.0197944187,0.0190917181,-0.002234486800000001,-10.430678466076701,0.0006850066999999974,3.7021857923497126,17818682.1654,341900.78756587463,309559.1253999947,5939.749516267644,TEAMT,2019-04-11
MYB,5,CCCAGG,MYB,USD,4,0.001895025,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00303204,0.00303204,0.001895025,0.00176869,0.00303204,0.00176869,HitBTC,0.0,0.0,0.001895025,0.001895025,0.001895025,0.000126335,7.142857142857142,-0.0011370150000000001,-37.5,179996749.914159,341098.34100607916,16280.0,30.851007,MYB,2017-07-05
FSBT,5,CCCAGG,FSBT,USD,4,0.0909828,1558534182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0909828,0.0909828,0.0909828,0.0909828,0.0909828,0.0909828,IDEX,0.0,0.0,0.0909828,0.0909828,0.0909828,0.0,0.0,0.0,0.0,3699483.44590379,336589.36246197537,2235.0,203.34655800000002,FSBT,2018-07-17
EBST,5,CCCAGG,EBST,USD,4,0.0033013722,1558534172,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0032227681,0.003930205,0.0029083517,0.0035371845,0.003930205,0.0025153312,BitTrex,0.0,0.0,0.0033013722,0.0033013722,0.0033013722,-0.00023581229999999984,-6.6666666666666625,7.860409999999995e-05,2.4390243902439006,99990001.335531,330104.2106870849,842175.08199216,2780.3334032216376,EBST,2016-09-15
SKRP,5,CCCAGG,SKRP,USD,4,0.003,1558526712,2000.0,6.0,26764092,2000.0,6.0,7371.083582570001,22.4312813023558,0.003496,0.003496,0.003,0.003051,0.003579,0.00294,BTCAlpha,0.0,0.0,0.003,0.003,0.003,-5.099999999999983e-05,-1.6715830875122857,-0.0004959999999999999,-14.187643020594965,110000000.0,330000.0,7371.083582569998,22.43128130235579,SKRP,2018-07-25
CANN,5,CCCAGG,CANN,USD,4,0.0017285356,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0014928262,0.0017285356,0.0014928262,0.0016499658,0.0017285356,0.0014928262,BitTrex,0.0,0.0,0.0017285356,0.0017285356,0.0017285356,7.856979999999996e-05,4.761904761904759,0.0002357094000000001,15.789473684210535,188989358.133798,326674.8335554194,2909638.9096855195,5029.414438536605,CANN,2014-06-25
PFR,5,CCCAGG,PFR,USD,4,0.0035351331,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002046789,0.0035351331,0.002046789,0.002046789,0.0035351331,0.002046789,IDEX,0.0,0.0,0.0035351331,0.0035351331,0.0035351331,0.0014883441,72.71604938271605,0.0014883441,72.71604938271605,88999687.0384966,314625.7395394303,194987.69884438,689.3074682775995,PFR,2017-12-02
SUMO,5,CCCAGG,SUMO,USD,2,0.0351325014,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0358398672,0.0359970596,0.034582328,0.0359970596,0.0360756558,0.034582328,LiveCoin,0.0,0.0,0.0352110976,0.0352110976,0.0351325014,-0.0008645581999999971,-2.4017467248908217,-0.0007073657999999983,-1.9736842105263108,8946653.0,314318.2990478142,5086.401339229999,178.69800217145985,SUMO,2017-05-26
KIND,5,CCCAGG,KIND,USD,4,0.0049259026,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0049259026,0.0049259026,0.0049259026,0.0087852424,0.0087852424,0.0049259026,HitBTC,0.0,0.0,0.0049259026,0.0049259026,0.0049259026,-0.003859339800000001,-43.929804372842355,0.0,0.0,61000000.0,300480.0586,2171.0,10.694134544599999,KIND,2019-03-27
SCL,5,CCCAGG,SCL,USD,4,0.0176053696,1558534235,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0176053696,0.0176053696,0.0176053696,0.0228712614,0.0228712614,0.0176053696,HitBTC,0.0,0.0,0.0176053696,0.0176053696,0.0176053696,-0.0052658917999999985,-23.024054982817866,0.0,0.0,16714019.6643698,294256.49369289825,5044.0,88.8014842624,SCL,2017-09-26
ENGT,5,CCCAGG,ENGT,USD,4,0.0002906165,1558534177,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002956707,0.0003133604,0.0002754539,0.0002981978,0.0003133604,0.0002754539,Tidex,0.0,0.0,0.0002906165,0.0003083062,0.0002906165,-7.581299999999988e-06,-2.542372881355928,-5.05420000000001e-06,-1.7094017094017127,1000000000.0,290616.5,58124677.09346247,16891.990220532236,ENGT,2018-12-17
GST,5,CCCAGG,GST,USD,4,0.0005502161,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005502161,0.0005502161,0.0005502161,0.0005502161,0.0005502161,0.0005502161,LiveCoin,0.0,0.0,0.0005502161,0.0005502161,0.0005502161,0.0,0.0,0.0,0.0,500000000.0,275108.05,291059.83842962,160.14580916737566,GST,2019-03-01
DFS,5,CCCAGG,DFS,USD,4,0.0035367705,1558534175,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003929745,0.003929745,0.0035367705,0.0040083399,0.004637099099999999,0.0035367705,CoinDeal,0.0,0.0,0.0035367705,0.0035367705,0.0035367705,-0.0004715694000000004,-11.76470588235295,-0.0003929745000000001,-10.000000000000002,77333333.0,273510.2508210765,57946.835680000026,204.94465900137152,DFS,2019-03-14
PLUS1,5,CCCAGG,PLUS1,USD,4,0.030652206,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02357862,0.030652206,0.02357862,0.02357862,0.030652206,0.02357862,TradeSatoshi,0.0,0.0,0.030652206,0.030652206,0.030652206,0.007073586,30.0,0.007073586,30.0,8576855.9950685,262899.55679317465,896.1746172999996,27.469728981450753,PLUS1,2018-07-05
SOMA,5,CCCAGG,SOMA,USD,4,0.0179198424,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.017684055,0.0194131626,0.0174482676,0.0183128214,0.0194131626,0.017291076,LiveCoin,0.0,0.0,0.0179198424,0.0179198424,0.0179198424,-0.00039297899999999816,-2.145922746781106,0.0002357873999999996,1.333333333333331,14418075.1393107,258369.6342078058,3012640.518834522,53986.04330536887,SOMA,2018-07-15
RNTB,5,CCCAGG,RNTB,USD,4,0.0002577642,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002299661,0.0002805081,0.0002198577,0.0002375474,0.0002602913000000001,0.0002375474,BitZ,0.0,0.0,0.0002805081,0.0002805081,0.0002577642,2.0216800000000013e-05,8.510638297872346,2.7798100000000028e-05,12.0879120879121,1000000000.0,257764.2,4489795.5765,1157.3085649400616,RNTB,2018-04-24
NTRN,5,CCCAGG,NTRN,USD,4,0.00628708,1558534222,0.0,0.0,0,0.0,0.0,0.0,0.0,0.004479544500000001,0.00628708,0.0021218895,0.004479544500000001,0.00628708,0.0021218895,Graviex,0.0,0.0,0.00628708,0.00628708,0.00628708,0.0018075354999999987,40.35087719298242,0.0018075354999999987,40.35087719298242,39121694.0,245961.21991351998,72680.72340000002,456.94952247367206,NTRN,2015-04-19
STASH,5,CCCAGG,STASH,USD,4,4.04528e-05,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,4.04528e-05,4.04528e-05,4.04528e-05,4.04528e-05,4.04528e-05,3.03396e-05,IDEX,0.0,0.0,4.04528e-05,4.04528e-05,4.04528e-05,0.0,0.0,0.0,0.0,6000000000.0,242716.8,3721699.753367384,150.55317578302012,STASH,2019-01-11
SUR,5,CCCAGG,SUR,USD,2,1.01562986,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,1.03357653,1.10864922,0.9729117300000001,0.97796713,1.10864922,0.97088957,HitBTC,0.0,0.0,1.01436601,1.06744771,1.01436601,0.03766272999999998,3.851124321530109,-0.017946669999999942,-1.7363658596233744,237581.386,241294.74980178595,8041.200000000009,8166.882830232009,SUR,2017-07-05
AIX,5,CCCAGG,AIX,USD,1,0.008189424,1558534134,0.0,0.0,0,0.0,0.0,0.0,0.0,0.008138871999999998,0.008315804,0.007936664,0.00834108,0.008416908,0.007860836,Kucoin,0.0,0.0,0.008214699999999998,0.008214699999999998,0.008138871999999998,-0.000151656,-1.8181818181818181,5.055200000000232e-05,0.6211180124223888,29274566.7244626,239741.83932291542,2202108.2689000424,18033.99830792846,AIX,2018-01-30
APH,5,CCCAGG,APH,USD,4,0.004777164,1558534134,0.0,0.0,0,0.0,0.0,0.0,0.0,0.004448576,0.004777164,0.004119988,0.00480244,0.004979372,0.004119988,Kucoin,0.0,0.0,0.004777164,0.004777164,0.004777164,-2.5275999999999424e-05,-0.5263157894736722,0.0003285880000000003,7.386363636363644,50000000.0,238858.2,766304.4473861023,3660.7620190927823,APH,2018-05-22
DOPE,5,CCCAGG,DOPE,USD,4,0.0020437222,1558534172,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0024367457,0.0024367457,0.0019651175,0.0022795363,0.0024367457,0.0019651175,BitTrex,0.0,0.0,0.0020437222,0.0020437222,0.0020437222,-0.00023581410000000002,-10.344827586206899,-0.0003930234999999999,-16.129032258064512,116845228.0,238799.1864276616,447037.64968793,913.6207689030457,DOPE,2015-02-02
MOJO,5,CCCAGG,MOJO,USD,4,0.0021218301,1558534218,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0022790027,0.0022790027,0.0021218301,0.0022004164,0.0022790027,0.0021218301,LiveCoin,0.0,0.0,0.0021218301,0.0021218301,0.0021218301,-7.858629999999995e-05,-3.571428571428569,-0.0001571725999999999,-6.896551724137927,111473240.889544,236527.27786398522,79304.31524000998,168.2702831361419,MOJO,2016-04-04
ERT,5,CCCAGG,ERT,USD,4,0.00392976,1558534180,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005108688,0.005108688,0.00392976,0.004322736000000001,0.005187283200000001,0.00392976,HitBTC,0.0,0.0,0.00392976,0.00392976,0.00392976,-0.0003929760000000006,-9.090909090909104,-0.001178928,-23.076923076923077,59999997.5560267,235785.59039577146,48507.0,190.62086832,ERT,2017-12-15
PING,5,CCCAGG,PING,USD,4,0.0234214292,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0172123926,0.0234214292,0.0171337972,0.0190200868,0.0234214292,0.0170552018,Tidex,0.0,0.0,0.0234214292,0.0234214292,0.0234214292,0.004401342400000001,23.1404958677686,0.006209036599999999,36.07305936073059,10000000.0,234214.292,24661.018727419996,577.5963041241415,PING,2017-06-30
SPF,5,CCCAGG,SPF,USD,4,0.0032224278,1558534251,0.0,0.0,0,0.0,0.0,970.0,3.2053759,0.0032224278,0.0032224278,0.0029080446,0.0029866404,0.0032224278,0.0029866404,Kucoin,0.0,0.0,0.0032224278,0.0032224278,0.0032224278,0.00023578740000000003,7.894736842105264,0.0,0.0,70673453.9859041,227740.1028461982,1680878.7341143268,5416.589982172815,SPF,2017-12-15
PUT,5,CCCAGG,PUT,USD,4,0.0003143816,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0003143816,0.0003143816,0.0003143816,0.000392977,0.000392977,0.0003143816,LiveCoin,0.0,0.0,0.0003143816,0.0003143816,0.0003143816,-7.859539999999996e-05,-19.999999999999993,0.0,0.0,717092613.665658,225440.72323239144,328841.68496704777,103.38177506663642,PUT,2017-05-13
GALI,5,CCCAGG,GALI,USD,4,0.0128122401,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0144628968,0.0145414995,0.0127336374,0.0145414995,0.0145414995,0.0127336374,Graviex,0.0,0.0,0.0128122401,0.0128122401,0.0128122401,-0.0017292593999999988,-11.891891891891884,-0.0016506566999999993,-11.413043478260864,17445596.1007589,223517.16593054682,5565.287100000001,71.30379455063273,GALI,2019-01-31
FT,5,CCCAGG,FT,USD,4,0.0050546,1558534182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005105146,0.006823709999999999,0.0050546,0.0051102006,0.006823709999999999,0.0050546,IDEX,0.0,0.0,0.0050546,0.0050546,0.0050546,-5.5600599999999605e-05,-1.0880316518298638,-5.0545999999999404e-05,-0.9900990099009785,43593614.8927924,220348.2858371085,167942.6239037282,848.8827867837846,FT,2017-10-15
IOP,5,CCCAGG,IOP,USD,4,0.0836328472,1558534201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.08489048399999999,0.0874057576,0.08135338049999999,0.081746392,0.0874057576,0.0810389713,Upbit,0.0,0.0,0.0836328472,0.0836328472,0.0836328472,0.0018864551999999979,2.307692307692305,-0.0012576367999999893,-1.481481481481469,2526078.47525448,211263.13513616688,552834.2510861584,46235.102448015125,IOP,2016-11-27
PROC,5,CCCAGG,PROC,USD,4,0.0020434804,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001964885,0.0020434804,0.001964885,0.0020434804,0.0020434804,0.0018076942,HitBTC,0.0,0.0,0.0020434804,0.0020434804,0.0020434804,0.0,0.0,7.859540000000002e-05,4.000000000000001,100545745.0,205463.259210898,437100.0,893.20528284,PROC,2017-04-27
TRCT,5,CCCAGG,TRCT,USD,4,0.0028295064,1558534259,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0040084674,0.0040084674,0.0028295064,0.0040084674,0.0040084674,0.0028295064,Tidex,0.0,0.0,0.0028295064,0.0028295064,0.0028295064,-0.001178961,-29.411764705882355,-0.001178961,-29.411764705882355,70000000.0,198065.448,8352.09291,23.63230034223962,TRCT,2017-09-28
NBR,5,CCCAGG,NBR,USD,4,0.00157177,1558534222,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0013360045,0.00157177,0.0013360045,0.0013360045,0.00157177,0.0013360045,Braziliex,0.0,0.0,0.00157177,0.00157177,0.00157177,0.00023576549999999993,17.647058823529406,0.00023576549999999993,17.647058823529406,125980975.299147,198013.11754594027,30291.947368420057,47.61197411526159,NBR,2019-05-16
MMO,5,CCCAGG,MMO,USD,4,0.0018075355,1558534222,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0014931815,0.0018075355,0.0014931815,0.001414593,0.0018075355,0.001414593,Graviex,0.0,0.0,0.0018075355,0.0018075355,0.0018075355,0.00039294250000000003,27.77777777777778,0.000314354,21.052631578947366,106195733.280075,191952.557852267,4790.7747,8.65949534275185,MMO,2018-07-11
DAY,5,CCCAGG,DAY,USD,1,0.1594889363,1558534172,0.0,0.0,0,0.0,0.0,0.0,0.0,0.156423353,0.1857429061,0.1520214898,0.1620828914,0.1857429061,0.1426675305,LiveCoin,0.0,0.0,0.1594103316,0.1594889363,0.1594103316,-0.002593955100000017,-1.6003879728419115,0.0030655833000000077,1.9597989949748793,1144136.00113667,182477.03380382305,1719.9156612499635,274.3075193384678,DAY,2017-09-17
JEW,5,CCCAGG,JEW,USD,4,0.0013723782,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0013041384,0.0013723782,0.0013041384,0.0013041384,0.0013723782,0.0013041384,TradeSatoshi,0.0,0.0,0.0013723782,0.0013723782,0.0013723782,6.823979999999994e-05,5.232558139534879,6.823979999999994e-05,5.232558139534879,132659500.610972,182059.00666138466,405.4612054599968,0.5564461193190205,JEW,2018-11-03
ASAFE2,5,CCCAGG,ASAFE2,USD,4,0.0167410758,1558534143,0.0,0.0,0,0.0,0.0,448.5,13.77377,0.029473725,0.038119351,0.0167410758,0.0126540526,0.0784394068,0.0124968594,LiveCoin,0.0,0.0,0.0167410758,0.0167410758,0.0167410758,0.004087023200000001,32.29813664596274,-0.012732649199999998,-43.199999999999996,10292351.4833579,172305.03634313706,69186.87711474998,1164.5281516470147,ASAFE2,2017-06-22
NOX,5,CCCAGG,NOX,USD,4,0.0014301122,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0014831729,0.0016019278,0.0013846316,0.0014781195,0.0016095079,0.0013846316,LiveCoin,0.0,0.0,0.0014301122,0.0014301122,0.0014301122,-4.800729999999997e-05,-3.247863247863246,-5.306069999999998e-05,-3.5775127768313446,120000000.0,171613.464,203170.72805888054,290.55693687988736,NOX,2018-07-05
STU,5,CCCAGG,STU,USD,2,0.000785962,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0009431543999999999,0.0009431543999999999,0.000785962,0.0009431543999999999,0.0010217506,0.000785962,HitBTC,0.0,0.0,0.0008645582,0.0008645582,0.000785962,-0.00015719239999999993,-16.66666666666666,-0.00015719239999999993,-16.66666666666666,200000000.0,157192.4,3412010.0,2681.71020362,STU,2017-11-12
PMNT,5,CCCAGG,PMNT,USD,4,0.0001571908,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0001571908,0.0001571908,0.0001571908,0.0001571908,0.0001571908,0.0001571908,HitBTC,0.0,0.0,0.0001571908,0.0001571908,0.0001571908,0.0,0.0,0.0,0.0,1000000000.0,157190.80000000002,1731200.0,272.12871296000003,PMNT,2018-06-11
ZBC,5,CCCAGG,ZBC,USD,4,0.0520359142,1558534284,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0464550231,0.0531363716,0.0464550231,0.0475554805,0.0531363716,0.0464550231,LiveCoin,0.0,0.0,0.0520359142,0.0520359142,0.0520359142,0.004480433700000001,9.421487603305788,0.005580891099999999,12.01353637901861,2845021.98713067,148043.32001944503,6627.303115410017,344.85777629086834,ZBC,2017-02-22
MEDIC,5,CCCAGG,MEDIC,USD,4,0.0005501041000000001,1558534215,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005501041000000001,0.0006286904,0.0005501041000000001,0.0005501041000000001,0.0006286904,0.0005501041000000001,Graviex,0.0,0.0,0.0005501041000000001,0.0005501041000000001,0.0005501041000000001,0.0,0.0,0.0,0.0,267297676.3125,147041.54765997914,1463978.958,805.3408271095279,MEDIC,2018-05-15
AMM,5,CCCAGG,AMM,USD,4,0.008252685,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.007859699999999999,0.009588834,0.007781103,0.009746028,0.009746028,0.007938297,HitBTC,0.0,0.0,0.008252685,0.008252685,0.008252685,-0.0014933430000000011,-15.322580645161302,0.0003929850000000002,5.000000000000003,17532943.47918,144693.8596564766,92059.53130394012,759.738313099057,AMM,2017-11-21
BTCL,5,CCCAGG,BTCL,USD,4,0.0066789345,1558534152,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066789345,0.0066789345,0.0066789345,0.0066789345,0.0066789345,0.0066789345,StocksExchange,0.0,0.0,0.0066789345,0.0066789345,0.0066789345,0.0,0.0,0.0,0.0,21000000.0,140257.6245,633.5999999999997,4.231772899199997,BTCL,2018-12-17
ITT,5,CCCAGG,ITT,USD,4,0.0121719584,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0121719584,0.0121719584,0.0121719584,0.012169431,0.0130464388,0.012169431,IDEX,0.0,0.0,0.0121719584,0.0121719584,0.0121719584,2.527400000000568e-06,0.020768431983389922,0.0,0.0,11500000.0,139977.5216,32355.33134339,393.8277471299592,ITT,2017-10-11
TER,5,CCCAGG,TER,USD,2,0.1195464933,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1070495226,0.1226903853,0.1070495226,0.1200180771,0.1226903853,0.1005259467,LiveCoin,0.0,0.0,0.1195464933,0.120253869,0.1195464933,-0.00047158379999999445,-0.3929273084479325,0.012496970699999999,11.674008810572685,1140734.91680375,136370.85908875556,4887.161112730004,584.2429732189979,TER,2017-06-02
NXC,5,CCCAGG,NXC,USD,4,0.0020435012,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001964905,0.0022006936,0.001571924,0.0017291164,0.0026722708,0.001571924,HitBTC,0.0,0.0,0.0020435012,0.0020435012,0.0020435012,0.0003143848000000001,18.181818181818183,7.859620000000029e-05,4.000000000000015,66509518.5,135912.28086617222,976040.0,1994.5389112480002,NXC,2016-12-19
BTA,5,CCCAGG,BTA,USD,4,0.0260085567,1558534152,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0265585866,0.0279729492,0.0260085567,0.0255371025,0.028287252,0.0245156184,LiveCoin,0.0,0.0,0.0260085567,0.0260085567,0.0260085567,0.0004714542000000023,1.8461538461538554,-0.0005500298999999986,-2.0710059171597583,5052555.91981545,131409.6871204408,19795.98128686,514.8649017314373,BTA,2015-11-20
ZXC,5,CCCAGG,ZXC,USD,4,0.0002578152,1558534263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002578152,0.0002578152,0.0002578152,0.0003513364,0.0003513364,0.0002578152,IDEX,0.0,0.0,0.0002578152,0.0002578152,0.0002578152,-9.352120000000002e-05,-26.618705035971225,0.0,0.0,500000000.0,128907.6,86360.0,22.264920672000002,ZXC,2018-07-18
HUR,5,CCCAGG,HUR,USD,4,0.000467569,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000518117,0.000518117,0.000467569,0.000518117,0.000518117,0.000467569,Tidex,0.0,0.0,0.000467569,0.000467569,0.000467569,-5.054800000000003e-05,-9.756097560975615,-5.054800000000003e-05,-9.756097560975615,273325000.0,127798.29692499999,0.36330739000030476,0.00016987127303505248,HUR,2018-06-12
INSN,5,CCCAGG,INSN,USD,4,0.004794740299999999,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.004794740299999999,0.0049519449,0.0046375357,0.004794740299999999,0.0049519449,0.0046375357,LiveCoin,0.0,0.0,0.004794740299999999,0.004794740299999999,0.004794740299999999,0.0,0.0,0.0,0.0,23505742.3207514,112703.92998672224,31564.740726200023,151.3447344189625,INSN,2017-05-26
ABS,5,CCCAGG,ABS,USD,1,0.009037436000000001,1558534141,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0091160224,0.0091160224,0.0087230904,0.0092731952,0.009430368,0.0087230904,Graviex,0.0,0.0,0.0089588496,0.009037436000000001,0.0089588496,-0.00023575919999999952,-2.5423728813559268,-7.858639999999868e-05,-0.862068965517227,12278717.9800798,110968.12790702048,507018.8309,4582.150235053573,ABS,2018-07-05
ODN,5,CCCAGG,ODN,USD,4,0.0040870024,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00392981,0.0040870024,0.00392981,0.00392981,0.0040870024,0.00392981,HitBTC,0.0,0.0,0.0040870024,0.0040870024,0.0040870024,0.00015719240000000058,4.000000000000015,0.00015719240000000058,4.000000000000015,25000000.0,102175.06000000001,10.0,0.040870024000000005,ODN,2017-09-30
CLD,5,CCCAGG,CLD,USD,1,0.0016499532,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0017285224,0.0018070916,0.0014928148,0.0016499532,0.0018856608,0.0014928148,LiveCoin,0.0,0.0,0.001571384,0.0016499532,0.001571384,0.0,0.0,-7.856919999999997e-05,-4.545454545454543,60000000.0,98997.19200000001,93954.22634612,155.02007641330502,CLD,2017-10-25
ETHM,5,CCCAGG,ETHM,USD,4,0.0010057858,1558534177,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0009982045,0.0021606705,0.0009982045,0.0021884686,0.0021884686,0.0009982045,StocksExchange,0.0,0.0,0.0010057858,0.0010057858,0.0010057858,-0.0011826828,-54.04157043879908,7.5812999999998795e-06,0.7594936708860638,96571598.0,97130.3419517084,7053957.006170233,7094.769790616532,ETHM,2018-09-05
RST,5,CCCAGG,RST,USD,2,0.6384336834000001,1558534243,0.0,0.0,0,0.0,0.0,0.0,0.0,0.7273255332,0.7273255332,0.6246794184000001,0.6873988668000001,0.7348707299999999,0.6246794184000001,LiveCoin,0.0,0.0,0.6410273448,0.6410273448,0.6384336834000001,-0.0489651834,-7.12325634575806,-0.08889184979999998,-12.22174194942727,150000.0,95765.05251000001,255.4504368399986,163.08816331789936,RST,2018-07-13
